candidate_id,job_role,fit_score_weighted_heuristic,fit_score_embedding_similarity,fit_score_supervised_ranker
R4924,Software Engineer,0.5453,0.2073,0.9254
R4925,Data Analyst,0.4031,0.3144,0.3123
R4926,Backend Developer,0.5096,0.1953,0.8802
R4927,Frontend Developer,0.4118,0.0355,0.7869
R4928,Backend Developer,0.3551,0.0528,0.5415
R4929,Frontend Developer,0.4994,0.1648,0.8812
R4930,Data Scientist,0.6089,0.3268,0.9466
R4931,Frontend Developer,0.6974,0.3588,0.9846
R4932,Software Engineer,0.5818,0.2455,0.9479
R4933,Software Engineer,0.4048,0.1018,0.6693
R4934,Backend Developer,0.5856,0.2567,0.9477
R4935,Data Scientist,0.3916,0.1898,0.4689
R4936,Software Engineer,0.4663,0.3615,0.5041
R4937,Software Engineer,0.4324,0.0971,0.7836
R4938,Software Engineer,0.6764,0.3492,0.9795
R4939,ML Engineer,0.7041,0.3788,0.9845
R4940,Software Engineer,0.5248,0.2144,0.8943
R4941,Data Analyst,0.6184,0.3123,0.9576
R4942,Backend Developer,0.7037,0.3776,0.9845
R4943,Data Scientist,0.5592,0.2492,0.9245
R4944,Data Scientist,0.7356,0.4069,0.9891
R4945,Data Analyst,0.5208,0.1623,0.9148
R4946,Backend Developer,0.65,0.3499,0.9684
R4947,Data Scientist,0.5779,0.2672,0.9376
R4948,ML Engineer,0.5619,0.2189,0.9385
R4949,Data Scientist,0.5271,0.1814,0.9143
R4950,Data Scientist,0.5012,0.1702,0.881
R4951,Data Scientist,0.5814,0.2441,0.9479
R4952,Software Engineer,0.6062,0.2985,0.9524
R4953,Frontend Developer,0.2858,0.2073,0.1019
R4954,Backend Developer,0.5933,0.3134,0.9367
R4955,Data Analyst,0.3157,0.2687,0.1153
R4956,Data Analyst,0.5532,0.327,0.8644
R4957,Software Engineer,0.4205,0.0615,0.7855
R4958,Data Analyst,0.6295,0.2886,0.969
R4959,Data Scientist,0.3517,0.285,0.1771
R4960,Data Scientist,0.6656,0.3969,0.9679
R4961,Data Analyst,0.4224,0.0673,0.7852
R4962,Data Analyst,0.5411,0.2234,0.9133
R4963,ML Engineer,0.3128,0.1384,0.232
R4964,Data Scientist,0.6588,0.3765,0.9681
R4965,Data Scientist,0.4783,0.1348,0.8616
R4966,ML Engineer,0.4856,0.1235,0.8826
R4967,Frontend Developer,0.4249,0.0746,0.7848
R4968,Software Engineer,0.6263,0.2788,0.9691
R4969,Backend Developer,0.5364,0.2091,0.9136
R4970,Software Engineer,0.293,0.229,0.1012
R4971,Software Engineer,0.5254,0.1761,0.9145
R4972,Data Analyst,0.5409,0.2477,0.8952
R4973,Frontend Developer,0.5032,0.1497,0.8963
R4974,ML Engineer,0.5034,0.1768,0.8808
R4975,Data Scientist,0.4114,0.2677,0.422
R4976,ML Engineer,0.6648,0.3144,0.9797
R4977,Data Scientist,0.3355,0.2064,0.2194
R4978,ML Engineer,0.433,0.0991,0.7834
R4979,Software Engineer,0.5645,0.2268,0.9383
R4980,ML Engineer,0.3025,0.1743,0.1641
R4981,Software Engineer,0.6894,0.3348,0.9847
R4982,Data Scientist,0.3846,0.1689,0.4706
R4983,Software Engineer,0.5123,0.2334,0.8524
R4984,ML Engineer,0.5694,0.2415,0.9381
R4985,Data Analyst,0.5783,0.2683,0.9376
R4986,Backend Developer,0.2612,0.0836,0.1501
R4987,Data Scientist,0.4332,0.0997,0.7834
R4988,Software Engineer,0.4941,0.1824,0.8598
R4989,Software Engineer,0.5378,0.2135,0.9135
R4990,Software Engineer,0.5891,0.3007,0.937
R4991,Data Scientist,0.252,0.2059,0.0612
R4992,Data Scientist,0.4791,0.2695,0.7034
R4993,Data Scientist,0.1799,0.0898,0.0374
R4994,Software Engineer,0.4265,0.0794,0.7845
R4995,Data Scientist,0.6323,0.4218,0.9336
R4996,Frontend Developer,0.5375,0.2125,0.9136
R4997,Backend Developer,0.6453,0.336,0.9685
R4998,Data Analyst,0.322,0.2493,0.1394
R4999,ML Engineer,0.5653,0.2292,0.9383
R5000,Software Engineer,0.4211,0.0632,0.7854
R5001,Data Analyst,0.4242,0.0727,0.7849
R5002,Backend Developer,0.1684,0.0553,0.0378
R5003,Software Engineer,0.5058,0.1575,0.896
R5004,Software Engineer,0.5206,0.1617,0.9148
R5005,Frontend Developer,0.6116,0.3149,0.9521
R5006,Data Scientist,0.4268,0.0803,0.7845
R5007,Backend Developer,0.5766,0.2631,0.9377
R5008,Frontend Developer,0.6441,0.3324,0.9686
R5009,Data Analyst,0.5816,0.2782,0.9374
R5010,Data Scientist,0.5095,0.1685,0.8957
R5011,Data Scientist,0.5728,0.2517,0.9379
R5012,Software Engineer,0.5665,0.2329,0.9382
R5013,Frontend Developer,0.5765,0.2629,0.9377
R5014,Software Engineer,0.5337,0.2012,0.9138
R5015,Backend Developer,0.2609,0.0827,0.1502
R5016,Data Scientist,0.6826,0.3906,0.9765
R5017,Software Engineer,0.521,0.1629,0.9148
R5018,Frontend Developer,0.5653,0.2291,0.9383
R5019,ML Engineer,0.3329,0.2287,0.1797
R5020,Backend Developer,0.4511,0.4033,0.3597
R5021,Frontend Developer,0.5965,0.3593,0.913
R5022,ML Engineer,0.5622,0.2199,0.9385
R5023,Backend Developer,0.5118,0.1755,0.8955
R5024,Software Engineer,0.4958,0.1732,0.8694
R5025,Frontend Developer,0.5394,0.2183,0.9134
R5026,Data Analyst,0.6536,0.3607,0.9683
R5027,Frontend Developer,0.5536,0.1942,0.9389
R5028,Frontend Developer,0.4851,0.1218,0.8826
R5029,Frontend Developer,0.5706,0.2453,0.938
R5030,Frontend Developer,0.5592,0.211,0.9386
R5031,Frontend Developer,0.5999,0.2797,0.9526
R5032,Data Scientist,0.4264,0.2988,0.4305
R5033,Backend Developer,0.5603,0.2525,0.9244
R5034,Software Engineer,0.5424,0.1988,0.9256
R5035,Data Scientist,0.6173,0.309,0.9577
R5036,Data Scientist,0.433,0.099,0.7834
R5037,Data Analyst,0.308,0.1639,0.1859
R5038,Software Engineer,0.3129,0.2221,0.1404
R5039,Data Scientist,0.4807,0.2253,0.7705
R5040,Software Engineer,0.3884,0.2367,0.3738
R5041,Data Scientist,0.3383,0.0649,0.4464
R5042,Frontend Developer,0.6052,0.2727,0.9581
R5043,Software Engineer,0.4355,0.1965,0.6524
R5044,Frontend Developer,0.2774,0.1821,0.1026
R5045,Software Engineer,0.5455,0.2864,0.8788
R5046,Backend Developer,0.4355,0.2147,0.6126
R5047,Data Scientist,0.5035,0.177,0.8808
R5048,Frontend Developer,0.4508,0.369,0.4059
R5049,Data Analyst,0.5622,0.2201,0.9385
R5050,Software Engineer,0.4821,0.1319,0.8709
R5051,ML Engineer,0.4276,0.0829,0.7843
R5052,Frontend Developer,0.6147,0.3012,0.9578
R5053,Data Scientist,0.4358,0.1073,0.783
R5054,Data Analyst,0.4953,0.1525,0.8816
R5055,Software Engineer,0.3743,0.0728,0.5956
R5056,Frontend Developer,0.424,0.0721,0.7849
R5057,Data Analyst,0.6703,0.3537,0.9767
R5058,Data Scientist,0.3074,0.2435,0.1161
R5059,Software Engineer,0.7878,0.4969,0.9923
R5060,Data Analyst,0.6055,0.2964,0.9524
R5061,ML Engineer,0.5747,0.2576,0.9378
R5062,ML Engineer,0.6076,0.3227,0.9467
R5063,ML Engineer,0.6038,0.2686,0.9582
R5064,Software Engineer,0.5479,0.1772,0.9393
R5065,Data Analyst,0.4374,0.1123,0.7827
R5066,Data Analyst,0.5034,0.1767,0.8808
R5067,ML Engineer,0.2356,0.0694,0.1084
R5068,ML Engineer,0.4186,0.0557,0.7858
R5069,Backend Developer,0.4237,0.0712,0.7849
R5070,Frontend Developer,0.356,0.1288,0.4114
R5071,Data Analyst,0.3827,0.3553,0.1928
R5072,Frontend Developer,0.5886,0.2459,0.9531
R5073,Backend Developer,0.6019,0.2856,0.9526
R5074,Data Scientist,0.4845,0.1203,0.8827
R5075,Software Engineer,0.3975,0.3424,0.2476
R5076,ML Engineer,0.1724,0.0673,0.0377
R5077,Backend Developer,0.5785,0.3771,0.8681
R5078,Frontend Developer,0.3437,0.1935,0.2615
R5079,Data Analyst,0.6384,0.3723,0.9568
R5080,Data Analyst,0.5428,0.2869,0.8752
R5081,Frontend Developer,0.6992,0.3644,0.9846
R5082,Data Scientist,0.424,0.0721,0.7849
R5083,Frontend Developer,0.3321,0.1629,0.2651
R5084,Software Engineer,0.5929,0.2588,0.9529
R5085,Data Scientist,0.3929,0.1287,0.579
R5086,Data Analyst,0.4401,0.1202,0.7823
R5087,ML Engineer,0.574,0.2552,0.9378
R5088,Software Engineer,0.5251,0.1752,0.9145
R5089,Data Scientist,0.5464,0.2393,0.9129
R5090,Software Engineer,0.3566,0.2324,0.2591
R5091,Data Analyst,0.7113,0.4006,0.9844
R5092,Data Analyst,0.5649,0.2661,0.9241
R5093,Frontend Developer,0.5333,0.2999,0.8353
R5094,Frontend Developer,0.2159,0.0976,0.0632
R5095,Software Engineer,0.6969,0.3907,0.9814
R5096,Frontend Developer,0.5117,0.2017,0.88
R5097,Data Analyst,0.6928,0.3984,0.9792
R5098,Data Analyst,0.3901,0.2417,0.3735
R5099,ML Engineer,0.6738,0.3643,0.9767
R5100,Backend Developer,0.4765,0.1296,0.8618
R5101,Data Scientist,0.6405,0.3215,0.9687
R5102,Backend Developer,0.5261,0.1782,0.9144
R5103,Frontend Developer,0.5261,0.1783,0.9144
R5104,Software Engineer,0.7289,0.3866,0.9892
R5105,Backend Developer,0.295,0.15,0.1647
R5106,Data Analyst,0.5414,0.2241,0.9133
R5107,Software Engineer,0.5794,0.3204,0.9137
R5108,ML Engineer,0.4426,0.3445,0.4078
R5109,Frontend Developer,0.4307,0.2923,0.4656
R5110,Backend Developer,0.6279,0.3408,0.9573
R5111,Data Scientist,0.4793,0.2212,0.7707
R5112,Data Analyst,0.279,0.1869,0.1025
R5113,Backend Developer,0.6267,0.28,0.9691
R5114,Data Analyst,0.5116,0.2013,0.88
R5115,Backend Developer,0.4821,0.1464,0.8611
R5116,Software Engineer,0.4965,0.1561,0.8815
R5117,Data Scientist,0.1717,0.065,0.0377
R5118,Data Analyst,0.5242,0.3226,0.7966
R5119,Backend Developer,0.5546,0.197,0.9389
R5120,ML Engineer,0.5213,0.2222,0.8774
R5121,ML Engineer,0.49,0.1558,0.87
R5122,Data Analyst,0.4282,0.0847,0.7842
R5123,Data Scientist,0.5656,0.2301,0.9383
R5124,Data Scientist,0.3935,0.1055,0.6289
R5125,Data Analyst,0.3513,0.2255,0.2466
R5126,ML Engineer,0.4889,0.1334,0.8822
R5127,Backend Developer,0.3812,0.277,0.2845
R5128,Data Analyst,0.6824,0.3901,0.9765
R5129,Backend Developer,0.6451,0.3354,0.9685
R5130,Data Analyst,0.4996,0.1654,0.8812
R5131,Data Scientist,0.702,0.3725,0.9845
R5132,Frontend Developer,0.2958,0.1791,0.1442
R5133,Frontend Developer,0.5619,0.2571,0.9243
R5134,Frontend Developer,0.4787,0.1217,0.8713
R5135,Frontend Developer,0.4813,0.1297,0.871
R5136,Frontend Developer,0.4178,0.0535,0.7859
R5137,ML Engineer,0.5788,0.2698,0.9375
R5138,Data Scientist,0.4471,0.1413,0.7811
R5139,Data Scientist,0.5561,0.3183,0.8722
R5140,Frontend Developer,0.4824,0.1328,0.8709
R5141,Software Engineer,0.5324,0.1973,0.9139
R5142,Frontend Developer,0.5036,0.2859,0.764
R5143,Software Engineer,0.4269,0.0806,0.7844
R5144,Data Analyst,0.4008,0.138,0.5975
R5145,Data Scientist,0.5454,0.2361,0.913
R5146,Frontend Developer,0.6156,0.3268,0.952
R5147,Backend Developer,0.51,0.1701,0.8956
R5148,ML Engineer,0.5593,0.2113,0.9386
R5149,Backend Developer,0.2325,0.0601,0.1087
R5150,Frontend Developer,0.5547,0.1975,0.9389
R5151,ML Engineer,0.5146,0.1838,0.8952
R5152,Data Scientist,0.7358,0.474,0.984
R5153,Frontend Developer,0.2452,0.0982,0.1076
R5154,Software Engineer,0.5178,0.1934,0.895
R5155,Software Engineer,0.6696,0.3517,0.9768
R5156,Backend Developer,0.5354,0.2062,0.9137
R5157,Data Scientist,0.5919,0.3631,0.9076
R5158,Data Scientist,0.5084,0.1653,0.8958
R5159,Data Analyst,0.4301,0.0902,0.7839
R5160,Software Engineer,0.6269,0.2808,0.9691
R5161,Data Scientist,0.5161,0.1883,0.8951
R5162,Data Scientist,0.6813,0.3868,0.9765
R5163,Frontend Developer,0.5401,0.2202,0.9134
R5164,Data Analyst,0.6184,0.3353,0.9518
R5165,ML Engineer,0.2592,0.1675,0.0843
R5166,Software Engineer,0.556,0.2014,0.9388
R5167,ML Engineer,0.6476,0.3428,0.9685
R5168,ML Engineer,0.2653,0.096,0.1496
R5169,Software Engineer,0.5961,0.2684,0.9528
R5170,ML Engineer,0.4253,0.0758,0.7847
R5171,Backend Developer,0.6677,0.403,0.9679
R5172,Software Engineer,0.6342,0.3025,0.9689
R5173,Data Analyst,0.4324,0.0973,0.7835
R5174,Data Scientist,0.3015,0.1961,0.1436
R5175,Backend Developer,0.1705,0.0616,0.0377
R5176,Data Scientist,0.2906,0.2217,0.1015
R5177,ML Engineer,0.5337,0.2012,0.9138
R5178,Software Engineer,0.5919,0.2758,0.9474
R5179,ML Engineer,0.3225,0.2507,0.1393
R5180,Data Analyst,0.5693,0.2413,0.9381
R5181,Data Analyst,0.4858,0.1431,0.8705
R5182,Data Scientist,0.1687,0.0562,0.0378
R5183,Data Analyst,0.3152,0.2671,0.1153
R5184,Frontend Developer,0.3101,0.1596,0.1984
R5185,Frontend Developer,0.5231,0.1694,0.9146
R5186,Frontend Developer,0.5046,0.1537,0.8961
R5187,Data Analyst,0.4893,0.1679,0.8603
R5188,Data Analyst,0.5742,0.2561,0.9378
R5189,Frontend Developer,0.6149,0.3246,0.952
R5190,Software Engineer,0.4905,0.4216,0.4929
R5191,Data Scientist,0.564,0.2633,0.9241
R5192,Data Analyst,0.4215,0.0645,0.7853
R5193,Backend Developer,0.4318,0.2039,0.6135
R5194,ML Engineer,0.4858,0.143,0.8705
R5195,ML Engineer,0.489,0.1526,0.8701
R5196,Frontend Developer,0.4569,0.3277,0.5222
R5197,Data Scientist,0.4001,0.2338,0.4246
R5198,Backend Developer,0.5976,0.2728,0.9527
R5199,Data Scientist,0.5704,0.2444,0.938
R5200,Software Engineer,0.7108,0.3992,0.9844
R5201,ML Engineer,0.5096,0.1687,0.8957
R5202,ML Engineer,0.4199,0.0596,0.7856
R5203,ML Engineer,0.5101,0.3054,0.7629
R5204,Data Scientist,0.1779,0.0836,0.0375
R5205,Backend Developer,0.6402,0.3207,0.9687
R5206,Data Scientist,0.4292,0.0875,0.7841
R5207,Backend Developer,0.5277,0.183,0.9143
R5208,ML Engineer,0.5181,0.2211,0.8793
R5209,Data Analyst,0.5644,0.2647,0.9241
R5210,Frontend Developer,0.5103,0.2142,0.8605
R5211,Data Scientist,0.6562,0.3687,0.9682
R5212,Backend Developer,0.5712,0.2468,0.938
R5213,Data Analyst,0.6039,0.3118,0.9469
R5214,ML Engineer,0.5622,0.22,0.9385
R5215,Frontend Developer,0.4492,0.1833,0.7281
R5216,Software Engineer,0.5197,0.199,0.8948
R5217,Data Scientist,0.4362,0.1087,0.7829
R5218,ML Engineer,0.3918,0.1905,0.4688
R5219,Frontend Developer,0.3962,0.1554,0.548
R5220,Data Scientist,0.4848,0.1544,0.8608
R5221,Data Scientist,0.178,0.0841,0.0375
R5222,ML Engineer,0.4275,0.0824,0.7843
R5223,Data Scientist,0.5394,0.2581,0.893
R5224,Backend Developer,0.5984,0.2752,0.9527
R5225,Data Analyst,0.3462,0.2685,0.1778
R5226,Data Scientist,0.576,0.2995,0.9233
R5227,ML Engineer,0.4921,0.1763,0.86
R5228,Data Scientist,0.2403,0.1566,0.0669
R5229,Data Scientist,0.5125,0.2041,0.8799
R5230,ML Engineer,0.3646,0.194,0.3407
R5231,Data Scientist,0.5097,0.1959,0.8802
R5232,Backend Developer,0.3382,0.1647,0.2885
R5233,Backend Developer,0.553,0.1922,0.939
R5234,Software Engineer,0.4889,0.1333,0.8822
R5235,Data Scientist,0.5234,0.3451,0.7606
R5236,Data Scientist,0.5078,0.1633,0.8959
R5237,Backend Developer,0.5361,0.2084,0.9137
R5238,Backend Developer,0.4565,0.2029,0.7142
R5239,Data Analyst,0.5862,0.2385,0.9532
R5240,Software Engineer,0.4825,0.1331,0.8708
R5241,Software Engineer,0.5538,0.1947,0.9389
R5242,Backend Developer,0.6122,0.4115,0.904
R5243,Data Analyst,0.6805,0.3844,0.9765
R5244,Backend Developer,0.6906,0.3386,0.9847
R5245,Data Analyst,0.5908,0.2524,0.953
R5246,Software Engineer,0.4159,0.0478,0.7862
R5247,ML Engineer,0.5468,0.2403,0.9129
R5248,Data Analyst,0.4229,0.0687,0.7851
R5249,Data Scientist,0.3177,0.1779,0.1961
R5250,Data Scientist,0.5746,0.2571,0.9378
R5251,Backend Developer,0.3452,0.1712,0.3046
R5252,Software Engineer,0.5612,0.217,0.9385
R5253,Frontend Developer,0.5544,0.1964,0.9389
R5254,Data Analyst,0.5213,0.2496,0.8666
R5255,ML Engineer,0.2593,0.0779,0.1504
R5256,Software Engineer,0.3776,0.2663,0.2852
R5257,Backend Developer,0.2468,0.1569,0.0738
R5258,Frontend Developer,0.6381,0.3143,0.9687
R5259,Data Analyst,0.5371,0.2112,0.9136
R5260,Data Scientist,0.5666,0.2332,0.9382
R5261,Software Engineer,0.4179,0.0537,0.7859
R5262,ML Engineer,0.4171,0.0512,0.786
R5263,Frontend Developer,0.5968,0.2705,0.9528
R5264,Data Analyst,0.5551,0.1986,0.9389
R5265,Software Engineer,0.7008,0.369,0.9846
R5266,Data Scientist,0.5237,0.3211,0.7967
R5267,Data Scientist,0.572,0.2873,0.9236
R5268,Data Scientist,0.4315,0.0944,0.7837
R5269,Data Analyst,0.4248,0.0743,0.7848
R5270,Backend Developer,0.3562,0.1687,0.3425
R5271,ML Engineer,0.6344,0.3031,0.9688
R5272,Data Analyst,0.5666,0.2997,0.9113
R5273,ML Engineer,0.4189,0.0568,0.7857
R5274,Data Analyst,0.1841,0.1022,0.0373
R5275,Software Engineer,0.5623,0.2203,0.9385
R5276,Data Analyst,0.5762,0.2621,0.9377
R5277,Software Engineer,0.3661,0.2315,0.2875
R5278,Data Scientist,0.4505,0.2058,0.702
R5279,ML Engineer,0.4899,0.1363,0.8821
R5280,Data Analyst,0.5878,0.2969,0.937
R5281,Frontend Developer,0.2562,0.0686,0.1508
R5282,Data Scientist,0.5656,0.2303,0.9383
R5283,Backend Developer,0.3479,0.1937,0.2866
R5284,Backend Developer,0.1743,0.073,0.0376
R5285,Data Analyst,0.5097,0.1692,0.8957
R5286,Backend Developer,0.5485,0.2169,0.9252
R5287,Data Analyst,0.5895,0.2686,0.9476
R5288,Data Analyst,0.4238,0.0713,0.7849
R5289,ML Engineer,0.5473,0.2418,0.9128
R5290,Software Engineer,0.5672,0.235,0.9382
R5291,Software Engineer,0.5532,0.2846,0.8941
R5292,ML Engineer,0.4735,0.1206,0.8621
R5293,Software Engineer,0.519,0.1569,0.9149
R5294,Data Analyst,0.5718,0.2488,0.9379
R5295,Software Engineer,0.4794,0.1239,0.8712
R5296,Data Analyst,0.4325,0.0974,0.7835
R5297,Data Analyst,0.3797,0.2105,0.3758
R5298,Frontend Developer,0.6814,0.387,0.9765
R5299,Data Analyst,0.6111,0.3334,0.9465
R5300,Backend Developer,0.5311,0.1933,0.914
R5301,ML Engineer,0.5229,0.1687,0.9147
R5302,Software Engineer,0.4802,0.1072,0.8831
R5303,Data Analyst,0.5022,0.1731,0.8809
R5304,Backend Developer,0.4822,0.1324,0.8709
R5305,ML Engineer,0.4894,0.1683,0.8603
R5306,Frontend Developer,0.6391,0.3172,0.9687
R5307,Data Analyst,0.6051,0.2952,0.9524
R5308,Data Scientist,0.7123,0.4034,0.9844
R5309,Software Engineer,0.4178,0.0535,0.7859
R5310,Data Analyst,0.2457,0.1539,0.0739
R5311,Data Scientist,0.5689,0.3266,0.8868
R5312,Frontend Developer,0.5736,0.2541,0.9378
R5313,Backend Developer,0.5683,0.2381,0.9381
R5314,Software Engineer,0.4642,0.2997,0.5987
R5315,ML Engineer,0.5149,0.1846,0.8952
R5316,Data Analyst,0.488,0.1497,0.8702
R5317,Data Scientist,0.432,0.0961,0.7836
R5318,ML Engineer,0.4258,0.0773,0.7846
R5319,Software Engineer,0.4604,0.1688,0.7752
R5320,Data Scientist,0.409,0.2105,0.5015
R5321,Backend Developer,0.4489,0.1799,0.7157
R5322,Data Scientist,0.6387,0.316,0.9687
R5323,Backend Developer,0.3119,0.2189,0.1405
R5324,Software Engineer,0.5306,0.1918,0.9141
R5325,Software Engineer,0.5542,0.196,0.9389
R5326,Backend Developer,0.5523,0.2568,0.9124
R5327,Data Scientist,0.4759,0.1277,0.8619
R5328,Data Scientist,0.5294,0.1882,0.9142
R5329,Software Engineer,0.5986,0.2757,0.9527
R5330,Data Analyst,0.5155,0.1865,0.8952
R5331,ML Engineer,0.5111,0.1734,0.8956
R5332,Software Engineer,0.3729,0.1936,0.3874
R5333,Software Engineer,0.5996,0.2989,0.9471
R5334,Software Engineer,0.4191,0.0574,0.7857
R5335,Software Engineer,0.7086,0.3925,0.9844
R5336,Software Engineer,0.7188,0.4232,0.9843
R5337,Data Scientist,0.3175,0.1815,0.1973
R5338,Software Engineer,0.2573,0.162,0.0844
R5339,Software Engineer,0.4872,0.1472,0.8703
R5340,Data Analyst,0.5318,0.1954,0.914
R5341,Frontend Developer,0.5801,0.2404,0.948
R5342,Backend Developer,0.4402,0.3906,0.3355
R5343,Software Engineer,0.4268,0.0803,0.7845
R5344,ML Engineer,0.3085,0.209,0.1409
R5345,Data Scientist,0.7137,0.4078,0.9844
R5346,Frontend Developer,0.5472,0.2417,0.9128
R5347,Software Engineer,0.4884,0.2242,0.7987
R5348,Data Analyst,0.5541,0.2622,0.9123
R5349,Software Engineer,0.7851,0.5153,0.991
R5350,Backend Developer,0.4149,0.0446,0.7864
R5351,Data Scientist,0.532,0.1961,0.914
R5352,Backend Developer,0.2995,0.2199,0.1169
R5353,Backend Developer,0.525,0.1751,0.9145
R5354,Frontend Developer,0.2605,0.0817,0.1502
R5355,ML Engineer,0.4127,0.0381,0.7867
R5356,Software Engineer,0.5547,0.1973,0.9389
R5357,Data Analyst,0.6358,0.3075,0.9688
R5358,Software Engineer,0.4236,0.0707,0.785
R5359,Data Analyst,0.7011,0.3699,0.9846
R5360,Frontend Developer,0.4202,0.0605,0.7855
R5361,Data Analyst,0.2332,0.1497,0.0623
R5362,Software Engineer,0.3983,0.2165,0.4485
R5363,Frontend Developer,0.4123,0.0368,0.7868
R5364,Backend Developer,0.3161,0.2317,0.14
R5365,Data Scientist,0.3991,0.3472,0.2473
R5366,Software Engineer,0.6542,0.3625,0.9683
R5367,ML Engineer,0.5483,0.2449,0.9127
R5368,Data Analyst,0.3154,0.2296,0.1401
R5369,Frontend Developer,0.4336,0.2092,0.6131
R5370,Software Engineer,0.5892,0.2677,0.9476
R5371,Data Analyst,0.4252,0.0756,0.7847
R5372,Software Engineer,0.4842,0.1525,0.8609
R5373,Frontend Developer,0.5297,0.1892,0.9141
R5374,Data Scientist,0.4665,0.2746,0.6512
R5375,Data Scientist,0.532,0.1961,0.914
R5376,Data Scientist,0.5905,0.5214,0.7404
R5377,Backend Developer,0.449,0.197,0.7008
R5378,Frontend Developer,0.4231,0.0693,0.785
R5379,Software Engineer,0.643,0.3291,0.9686
R5380,ML Engineer,0.4386,0.1159,0.7825
R5381,Data Scientist,0.4385,0.1154,0.7826
R5382,Data Scientist,0.5669,0.2341,0.9382
R5383,Backend Developer,0.2827,0.1981,0.1021
R5384,Frontend Developer,0.4975,0.1325,0.8968
R5385,ML Engineer,0.6513,0.354,0.9684
R5386,Data Scientist,0.7089,0.3933,0.9844
R5387,ML Engineer,0.2376,0.1294,0.0744
R5388,Data Scientist,0.4357,0.1072,0.783
R5389,ML Engineer,0.5557,0.2005,0.9388
R5390,Software Engineer,0.5955,0.2866,0.9473
R5391,ML Engineer,0.6871,0.3614,0.9815
R5392,ML Engineer,0.2393,0.1345,0.0743
R5393,Frontend Developer,0.1709,0.0626,0.0377
R5394,Data Analyst,0.6865,0.3796,0.9793
R5395,Frontend Developer,0.4045,0.285,0.3702
R5396,Software Engineer,0.4261,0.2783,0.4668
R5397,Data Analyst,0.3957,0.1228,0.5987
R5398,Frontend Developer,0.506,0.1579,0.896
R5399,Data Analyst,0.4932,0.2047,0.8326
R5400,ML Engineer,0.6258,0.2775,0.9691
R5401,Software Engineer,0.6698,0.3523,0.9768
R5402,Backend Developer,0.4302,0.0907,0.7839
R5403,Backend Developer,0.5894,0.3183,0.9259
R5404,Data Scientist,0.5735,0.2537,0.9378
R5405,Data Analyst,0.529,0.1871,0.9142
R5406,Data Scientist,0.5731,0.2526,0.9379
R5407,Data Analyst,0.5787,0.2694,0.9376
R5408,Data Scientist,0.4823,0.1469,0.8611
R5409,Data Scientist,0.6339,0.3016,0.9689
R5410,Data Scientist,0.6981,0.3611,0.9846
R5411,ML Engineer,0.3643,0.1678,0.3894
R5412,Backend Developer,0.613,0.3391,0.9464
R5413,Frontend Developer,0.5288,0.1863,0.9142
R5414,Backend Developer,0.4303,0.0908,0.7839
R5415,Backend Developer,0.4563,0.2771,0.6079
R5416,Backend Developer,0.5709,0.2461,0.938
R5417,Backend Developer,0.5311,0.1934,0.914
R5418,Frontend Developer,0.5129,0.1788,0.8954
R5419,Data Analyst,0.4445,0.1334,0.7816
R5420,Data Scientist,0.5495,0.2486,0.9126
R5421,Software Engineer,0.6423,0.327,0.9686
R5422,Data Scientist,0.6383,0.3148,0.9687
R5423,ML Engineer,0.4214,0.0641,0.7853
R5424,Software Engineer,0.2599,0.1965,0.0729
R5425,Data Scientist,0.5679,0.275,0.9239
R5426,ML Engineer,0.3957,0.2922,0.3138
R5427,Data Scientist,0.5371,0.2114,0.9136
R5428,Data Scientist,0.5695,0.2418,0.9381
R5429,Frontend Developer,0.5526,0.191,0.939
R5430,Data Scientist,0.581,0.2765,0.9374
R5431,Backend Developer,0.5269,0.1808,0.9144
R5432,Backend Developer,0.422,0.0661,0.7852
R5433,Data Scientist,0.508,0.1906,0.8803
R5434,Software Engineer,0.5963,0.3139,0.9357
R5435,Backend Developer,0.5591,0.2773,0.9119
R5436,ML Engineer,0.4372,0.2199,0.6122
R5437,Data Scientist,0.5131,0.4059,0.6259
R5438,Frontend Developer,0.4524,0.2288,0.6674
R5439,ML Engineer,0.6644,0.4932,0.9288
R5440,Backend Developer,0.4566,0.3864,0.4046
R5441,Data Analyst,0.5122,0.2034,0.8799
R5442,ML Engineer,0.5391,0.2172,0.9134
R5443,Data Scientist,0.4402,0.1205,0.7823
R5444,Frontend Developer,0.418,0.0541,0.7859
R5445,Backend Developer,0.6493,0.3478,0.9684
R5446,Frontend Developer,0.2732,0.1697,0.103
R5447,Backend Developer,0.4882,0.1502,0.8702
R5448,Software Engineer,0.6085,0.2827,0.958
R5449,Frontend Developer,0.5635,0.2238,0.9384
R5450,Backend Developer,0.6263,0.279,0.9691
R5451,ML Engineer,0.532,0.1961,0.914
R5452,ML Engineer,0.5974,0.2722,0.9527
R5453,Data Analyst,0.4269,0.0806,0.7844
R5454,Data Scientist,0.5146,0.1839,0.8952
R5455,Software Engineer,0.5973,0.292,0.9472
R5456,Backend Developer,0.4199,0.0598,0.7856
R5457,Data Analyst,0.521,0.1629,0.9148
R5458,Data Analyst,0.3271,0.2645,0.1388
R5459,Data Analyst,0.5523,0.257,0.9124
R5460,Backend Developer,0.6744,0.3431,0.9795
R5461,Software Engineer,0.3466,0.2114,0.2474
