resume_id,resume_text,resume_skills,experience_years,education_level,projects,certifications,job_role,required_skills,job_experience_required,job_description,skill_match_score,experience_match,education_match,final_score,shortlisted,similarity_score
R4558,"Professional Summary:
Candidate with 7 years of experience.

Skills:
Excel, NLP, Node.js, Cloud Computing, Java, Power BI, React

Experience:
- Optimized model performance and accuracy
- Deployed applications using cloud services
- Handled large-scale data processing tasks

Projects:
- Created interactive dashboards using Power BI
- Implemented deep learning models using TensorFlow

Certifications:
NLP Certification","Excel, NLP, Node.js, Cloud Computing, Java, Power BI, React",7,Masters,Created interactive dashboards using Power BI; Implemented deep learning models using TensorFlow,NLP Certification,Frontend Developer,"TensorFlow, SQL, Kubernetes",3,"We are hiring a Frontend Developer.
Required experience: 3 years.
Skills required: TensorFlow, SQL, Kubernetes.",0.0,1,1,0.6795221209949525,1,0.9999999999999999
R4559,"Professional Summary:
Candidate with 2 years of experience.

Skills:
Flask, Power BI, Kubernetes, Java, NLP

Experience:
- Worked on real-world data science projects
- Deployed applications using cloud services

Projects:
- Implemented deep learning models using TensorFlow
- Created interactive dashboards using Power BI

Certifications:
None","Flask, Power BI, Kubernetes, Java, NLP",2,Masters,Implemented deep learning models using TensorFlow; Created interactive dashboards using Power BI,None,Frontend Developer,"PyTorch, Docker, Deep Learning, React, Data Analysis",1,"We are hiring a Frontend Developer.
Required experience: 1 years.
Skills required: PyTorch, Docker, Deep Learning, React, Data Analysis.",0.0,1,1,0.6490848252235009,1,1.0
R4560,"Professional Summary:
Candidate with 10 years of experience.

Skills:
Docker, PyTorch, Power BI, Deep Learning, TensorFlow, SQL

Experience:
- Optimized model performance and accuracy
- Worked on real-world data science projects

Projects:
- Implemented deep learning models using TensorFlow
- Created interactive dashboards using Power BI

Certifications:
None","Docker, PyTorch, Power BI, Deep Learning, TensorFlow, SQL",10,PhD,Implemented deep learning models using TensorFlow; Created interactive dashboards using Power BI,None,Backend Developer,"Django, Flask, Deep Learning, Machine Learning, TensorFlow, Docker, PyTorch, SQL",4,"We are hiring a Backend Developer.
Required experience: 4 years.
Skills required: Django, Flask, Deep Learning, Machine Learning, TensorFlow, Docker, PyTorch, SQL.",0.62,1,1,0.816047238279282,1,1.0
R4561,"Professional Summary:
Candidate with 7 years of experience.

Skills:
Power BI, Cloud Computing, Python, TensorFlow, Kubernetes, Flask

Experience:
- Deployed applications using cloud services
- Collaborated with cross-functional teams

Projects:
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn

Certifications:
Deep Learning Specialization, NLP Certification","Power BI, Cloud Computing, Python, TensorFlow, Kubernetes, Flask",7,Bachelors,Designed scalable backend systems using Node.js; Built a machine learning model for predicting customer churn,"Deep Learning Specialization, NLP Certification",ML Engineer,"TensorFlow, Power BI, Data Analysis, Deep Learning",2,"We are hiring a ML Engineer.
Required experience: 2 years.
Skills required: TensorFlow, Power BI, Data Analysis, Deep Learning.",0.5,1,0,0.6361663627615453,1,1.0000000000000002
R4562,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Node.js, Power BI, Docker, Flask, SQL, TensorFlow, PyTorch, Kubernetes

Experience:
- Deployed applications using cloud services

Projects:
- Built a machine learning model for predicting customer churn

Certifications:
AWS Certified, Google Data Analytics","Node.js, Power BI, Docker, Flask, SQL, TensorFlow, PyTorch, Kubernetes",3,Masters,Built a machine learning model for predicting customer churn,"AWS Certified, Google Data Analytics",Data Scientist,"Docker, C++, Python, Flask, Kubernetes",6,"We are hiring a Data Scientist.
Required experience: 6 years.
Skills required: Docker, C++, Python, Flask, Kubernetes.",0.6,0,1,0.6039257206883031,1,1.0000000000000004
R4563,"Professional Summary:
Candidate with 4 years of experience.

Skills:
NLP, Data Analysis, Java, SQL, Kubernetes, Node.js, Machine Learning

Experience:
- Collaborated with cross-functional teams

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
Microsoft Azure","NLP, Data Analysis, Java, SQL, Kubernetes, Node.js, Machine Learning",4,PhD,Implemented deep learning models using TensorFlow,Microsoft Azure,Backend Developer,"Django, TensorFlow, Data Analysis, Excel, React, Docker, Java, Cloud Computing",5,"We are hiring a Backend Developer.
Required experience: 5 years.
Skills required: Django, TensorFlow, Data Analysis, Excel, React, Docker, Java, Cloud Computing.",0.25,0,1,0.1647662743622285,0,1.0000000000000002
R4564,"Professional Summary:
Candidate with 9 years of experience.

Skills:
React, Machine Learning, C++, Kubernetes, TensorFlow

Experience:
- Optimized model performance and accuracy

Projects:
- Designed scalable backend systems using Node.js

Certifications:
None","React, Machine Learning, C++, Kubernetes, TensorFlow",9,Masters,Designed scalable backend systems using Node.js,None,Frontend Developer,"NLP, Django, Java, Kubernetes, PyTorch",1,"We are hiring a Frontend Developer.
Required experience: 1 years.
Skills required: NLP, Django, Java, Kubernetes, PyTorch.",0.2,1,1,0.4493242558623489,1,1.0000000000000002
R4565,"Professional Summary:
Candidate with 7 years of experience.

Skills:
Django, React, Deep Learning

Experience:
- Deployed applications using cloud services
- Handled large-scale data processing tasks
- Optimized model performance and accuracy

Projects:
- Designed scalable backend systems using Node.js

Certifications:
Google Data Analytics, NLP Certification","Django, React, Deep Learning",7,Bachelors,Designed scalable backend systems using Node.js,"Google Data Analytics, NLP Certification",Data Scientist,"Power BI, Machine Learning, Node.js",5,"We are hiring a Data Scientist.
Required experience: 5 years.
Skills required: Power BI, Machine Learning, Node.js.",0.0,1,0,0.5692157152391144,1,1.0000000000000002
R4566,"Professional Summary:
Candidate with 2 years of experience.

Skills:
Power BI, Kubernetes, Docker, Excel

Experience:
- Deployed applications using cloud services

Projects:
- Developed a web application using Flask and React
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js

Certifications:
Microsoft Azure","Power BI, Kubernetes, Docker, Excel",2,Masters,Developed a web application using Flask and React; Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js,Microsoft Azure,Data Analyst,"Machine Learning, Excel, PyTorch, Java, React, Node.js",4,"We are hiring a Data Analyst.
Required experience: 4 years.
Skills required: Machine Learning, Excel, PyTorch, Java, React, Node.js.",0.17,0,1,0.2935241209984732,0,1.0
R4567,"Professional Summary:
Candidate with 6 years of experience.

Skills:
NLP, Docker, React, SQL, Java

Experience:
- Deployed applications using cloud services
- Optimized model performance and accuracy
- Collaborated with cross-functional teams

Projects:
- Created interactive dashboards using Power BI

Certifications:
Google Data Analytics, NLP Certification","NLP, Docker, React, SQL, Java",6,Masters,Created interactive dashboards using Power BI,"Google Data Analytics, NLP Certification",Data Scientist,"PyTorch, Cloud Computing, Django",3,"We are hiring a Data Scientist.
Required experience: 3 years.
Skills required: PyTorch, Cloud Computing, Django.",0.0,1,1,0.4661953178865246,1,1.0000000000000002
R4568,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Node.js, Cloud Computing, C++, Deep Learning, Python, Data Analysis

Experience:
- Optimized model performance and accuracy
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React

Certifications:
NLP Certification","Node.js, Cloud Computing, C++, Deep Learning, Python, Data Analysis",6,Masters,Developed a web application using Flask and React,NLP Certification,ML Engineer,"Cloud Computing, Excel, Deep Learning, Python, Docker, Kubernetes, Django",5,"We are hiring a ML Engineer.
Required experience: 5 years.
Skills required: Cloud Computing, Excel, Deep Learning, Python, Docker, Kubernetes, Django.",0.43,1,1,0.5628661593706457,1,1.0000000000000002
R4569,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Flask, Python, React, Excel, Docker, Cloud Computing, Node.js

Experience:
- Handled large-scale data processing tasks
- Worked on real-world data science projects
- Deployed applications using cloud services

Projects:
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js
- Created interactive dashboards using Power BI

Certifications:
Google Data Analytics","Flask, Python, React, Excel, Docker, Cloud Computing, Node.js",3,PhD,Developed a web application using Flask and React; Designed scalable backend systems using Node.js; Created interactive dashboards using Power BI,Google Data Analytics,Software Engineer,"Data Analysis, Flask, NLP, PyTorch, Excel, TensorFlow, SQL, Django",5,"We are hiring a Software Engineer.
Required experience: 5 years.
Skills required: Data Analysis, Flask, NLP, PyTorch, Excel, TensorFlow, SQL, Django.",0.25,0,1,0.507733527294075,1,1.0
R4570,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Django, React, TensorFlow, Data Analysis, Java, Machine Learning

Experience:
- Collaborated with cross-functional teams

Projects:
- Created interactive dashboards using Power BI

Certifications:
Microsoft Azure","Django, React, TensorFlow, Data Analysis, Java, Machine Learning",5,Bachelors,Created interactive dashboards using Power BI,Microsoft Azure,Backend Developer,"Cloud Computing, Python, Data Analysis, Django, Excel, Flask, React, Node.js",2,"We are hiring a Backend Developer.
Required experience: 2 years.
Skills required: Cloud Computing, Python, Data Analysis, Django, Excel, Flask, React, Node.js.",0.38,1,0,0.5500174777573261,1,1.0000000000000002
R4571,"Professional Summary:
Candidate with 4 years of experience.

Skills:
Excel, Python, Django

Experience:
- Handled large-scale data processing tasks

Projects:
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow
- Developed a web application using Flask and React

Certifications:
None","Excel, Python, Django",4,Bachelors,Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow; Developed a web application using Flask and React,None,Software Engineer,"React, C++, Flask, Data Analysis, Machine Learning, Cloud Computing",6,"We are hiring a Software Engineer.
Required experience: 6 years.
Skills required: React, C++, Flask, Data Analysis, Machine Learning, Cloud Computing.",0.0,0,0,0.20246796091624647,0,1.0000000000000004
R4572,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Power BI, C++, Excel

Experience:
- Worked on real-world data science projects
- Deployed applications using cloud services
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React

Certifications:
Deep Learning Specialization, NLP Certification","Power BI, C++, Excel",6,Masters,Developed a web application using Flask and React,"Deep Learning Specialization, NLP Certification",Data Scientist,"TensorFlow, Java, Data Analysis, Node.js, Deep Learning",6,"We are hiring a Data Scientist.
Required experience: 6 years.
Skills required: TensorFlow, Java, Data Analysis, Node.js, Deep Learning.",0.0,1,1,0.47171991522250895,1,1.0000000000000002
R4573,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Python, Flask, PyTorch, Power BI

Experience:
- Collaborated with cross-functional teams
- Worked on real-world data science projects

Projects:
- Implemented deep learning models using TensorFlow
- Created interactive dashboards using Power BI

Certifications:
AWS Certified, Deep Learning Specialization","Python, Flask, PyTorch, Power BI",5,PhD,Implemented deep learning models using TensorFlow; Created interactive dashboards using Power BI,"AWS Certified, Deep Learning Specialization",Backend Developer,"Flask, Machine Learning, Deep Learning",2,"We are hiring a Backend Developer.
Required experience: 2 years.
Skills required: Flask, Machine Learning, Deep Learning.",0.33,1,1,0.8107454596366982,1,1.0000000000000002
R4574,"Professional Summary:
Candidate with 3 years of experience.

Skills:
TensorFlow, Node.js, Python

Experience:
- Worked on real-world data science projects

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
None","TensorFlow, Node.js, Python",3,PhD,Implemented deep learning models using TensorFlow,None,Data Scientist,"Node.js, TensorFlow, Java, Flask",2,"We are hiring a Data Scientist.
Required experience: 2 years.
Skills required: Node.js, TensorFlow, Java, Flask.",0.5,1,1,0.7280016634886296,1,1.0
R4575,"Professional Summary:
Candidate with 1 years of experience.

Skills:
Kubernetes, Flask, NLP, Deep Learning, Machine Learning, Java, C++

Experience:
- Optimized model performance and accuracy
- Handled large-scale data processing tasks

Projects:
- Developed a web application using Flask and React

Certifications:
Deep Learning Specialization","Kubernetes, Flask, NLP, Deep Learning, Machine Learning, Java, C++",1,PhD,Developed a web application using Flask and React,Deep Learning Specialization,ML Engineer,"TensorFlow, Data Analysis, React, PyTorch",6,"We are hiring a ML Engineer.
Required experience: 6 years.
Skills required: TensorFlow, Data Analysis, React, PyTorch.",0.0,0,1,0.14377940747249007,0,1.0
R4576,"Professional Summary:
Candidate with 6 years of experience.

Skills:
React, Node.js, PyTorch, Power BI, Deep Learning

Experience:
- Optimized model performance and accuracy
- Collaborated with cross-functional teams
- Worked on real-world data science projects

Projects:
- Designed scalable backend systems using Node.js
- Developed a web application using Flask and React
- Created interactive dashboards using Power BI

Certifications:
None","React, Node.js, PyTorch, Power BI, Deep Learning",6,PhD,Designed scalable backend systems using Node.js; Developed a web application using Flask and React; Created interactive dashboards using Power BI,None,Frontend Developer,"Django, Cloud Computing, Data Analysis, Flask, C++",2,"We are hiring a Frontend Developer.
Required experience: 2 years.
Skills required: Django, Cloud Computing, Data Analysis, Flask, C++.",0.0,1,1,0.5232047899030849,1,1.0000000000000004
R4577,"Professional Summary:
Candidate with 7 years of experience.

Skills:
Data Analysis, Java, Power BI, Docker, React, Flask, Deep Learning

Experience:
- Worked on real-world data science projects

Projects:
- Designed scalable backend systems using Node.js

Certifications:
Microsoft Azure, NLP Certification","Data Analysis, Java, Power BI, Docker, React, Flask, Deep Learning",7,PhD,Designed scalable backend systems using Node.js,"Microsoft Azure, NLP Certification",Data Scientist,"Cloud Computing, Node.js, Docker, Kubernetes, Java",5,"We are hiring a Data Scientist.
Required experience: 5 years.
Skills required: Cloud Computing, Node.js, Docker, Kubernetes, Java.",0.4,1,1,0.6229070832290603,1,1.0000000000000004
R4578,"Professional Summary:
Candidate with 9 years of experience.

Skills:
Node.js, Python, C++, Machine Learning, Kubernetes, Excel

Experience:
- Handled large-scale data processing tasks

Projects:
- Built a machine learning model for predicting customer churn
- Developed a web application using Flask and React
- Created interactive dashboards using Power BI

Certifications:
None","Node.js, Python, C++, Machine Learning, Kubernetes, Excel",9,PhD,Built a machine learning model for predicting customer churn; Developed a web application using Flask and React; Created interactive dashboards using Power BI,None,Data Scientist,"SQL, Excel, Java, Django, Cloud Computing, PyTorch, C++",3,"We are hiring a Data Scientist.
Required experience: 3 years.
Skills required: SQL, Excel, Java, Django, Cloud Computing, PyTorch, C++.",0.29,1,1,0.8072540212825855,1,1.0000000000000004
R4579,"Professional Summary:
Candidate with 10 years of experience.

Skills:
TensorFlow, Data Analysis, SQL, Node.js, Python, Django, Power BI

Experience:
- Collaborated with cross-functional teams

Projects:
- Implemented deep learning models using TensorFlow
- Developed a web application using Flask and React

Certifications:
Deep Learning Specialization","TensorFlow, Data Analysis, SQL, Node.js, Python, Django, Power BI",10,Bachelors,Implemented deep learning models using TensorFlow; Developed a web application using Flask and React,Deep Learning Specialization,Backend Developer,"Node.js, Django, Machine Learning, Excel, Flask, Python, C++, Cloud Computing",4,"We are hiring a Backend Developer.
Required experience: 4 years.
Skills required: Node.js, Django, Machine Learning, Excel, Flask, Python, C++, Cloud Computing.",0.38,1,0,0.6436807731175236,1,0.9999999999999998
R4580,"Professional Summary:
Candidate with 3 years of experience.

Skills:
PyTorch, Node.js, C++

Experience:
- Optimized model performance and accuracy

Projects:
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn

Certifications:
None","PyTorch, Node.js, C++",3,PhD,Developed a web application using Flask and React; Designed scalable backend systems using Node.js; Built a machine learning model for predicting customer churn,None,ML Engineer,"Java, TensorFlow, Machine Learning, Power BI, React",2,"We are hiring a ML Engineer.
Required experience: 2 years.
Skills required: Java, TensorFlow, Machine Learning, Power BI, React.",0.0,1,1,0.6803631642146547,1,1.0000000000000002
R4581,"Professional Summary:
Candidate with 5 years of experience.

Skills:
React, PyTorch, Flask, Power BI, Java, Node.js, Django, Cloud Computing

Experience:
- Collaborated with cross-functional teams

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
Microsoft Azure","React, PyTorch, Flask, Power BI, Java, Node.js, Django, Cloud Computing",5,Bachelors,Implemented deep learning models using TensorFlow,Microsoft Azure,Data Scientist,"React, SQL, Data Analysis, Power BI, Excel, Deep Learning",2,"We are hiring a Data Scientist.
Required experience: 2 years.
Skills required: React, SQL, Data Analysis, Power BI, Excel, Deep Learning.",0.33,1,0,0.4743489964220733,1,1.0
R4582,"Professional Summary:
Candidate with 6 years of experience.

Skills:
C++, Kubernetes, Power BI, SQL, Excel, Docker, Deep Learning, Node.js

Experience:
- Collaborated with cross-functional teams
- Handled large-scale data processing tasks

Projects:
- Created interactive dashboards using Power BI

Certifications:
None","C++, Kubernetes, Power BI, SQL, Excel, Docker, Deep Learning, Node.js",6,Bachelors,Created interactive dashboards using Power BI,None,Data Analyst,"PyTorch, Cloud Computing, C++, Java, Flask, Deep Learning, Power BI",6,"We are hiring a Data Analyst.
Required experience: 6 years.
Skills required: PyTorch, Cloud Computing, C++, Java, Flask, Deep Learning, Power BI.",0.43,1,0,0.6059958453276384,1,1.0000000000000002
R4583,"Professional Summary:
Candidate with 2 years of experience.

Skills:
React, Power BI, NLP, Java, Excel, Flask

Experience:
- Handled large-scale data processing tasks
- Optimized model performance and accuracy

Projects:
- Created interactive dashboards using Power BI
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js

Certifications:
NLP Certification, Microsoft Azure","React, Power BI, NLP, Java, Excel, Flask",2,PhD,Created interactive dashboards using Power BI; Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js,"NLP Certification, Microsoft Azure",Backend Developer,"Excel, React, Machine Learning, Data Analysis, Django, Kubernetes, TensorFlow, Cloud Computing",5,"We are hiring a Backend Developer.
Required experience: 5 years.
Skills required: Excel, React, Machine Learning, Data Analysis, Django, Kubernetes, TensorFlow, Cloud Computing.",0.25,0,1,0.5297575931654227,1,1.0
R4584,"Professional Summary:
Candidate with 1 years of experience.

Skills:
Excel, Data Analysis, Flask, Machine Learning, SQL, PyTorch

Experience:
- Worked on real-world data science projects
- Handled large-scale data processing tasks
- Collaborated with cross-functional teams

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
None","Excel, Data Analysis, Flask, Machine Learning, SQL, PyTorch",1,PhD,Implemented deep learning models using TensorFlow,None,Software Engineer,"SQL, Cloud Computing, Flask, NLP, Power BI, Excel, Docker, Machine Learning",1,"We are hiring a Software Engineer.
Required experience: 1 years.
Skills required: SQL, Cloud Computing, Flask, NLP, Power BI, Excel, Docker, Machine Learning.",0.5,1,1,0.7074966955599624,1,1.0000000000000002
R4585,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Power BI, Excel, Deep Learning, NLP

Experience:
- Worked on real-world data science projects

Projects:
- Implemented deep learning models using TensorFlow
- Designed scalable backend systems using Node.js

Certifications:
AWS Certified","Power BI, Excel, Deep Learning, NLP",6,Masters,Implemented deep learning models using TensorFlow; Designed scalable backend systems using Node.js,AWS Certified,Data Scientist,"Cloud Computing, Python, Django, React, Machine Learning, TensorFlow, C++",3,"We are hiring a Data Scientist.
Required experience: 3 years.
Skills required: Cloud Computing, Python, Django, React, Machine Learning, TensorFlow, C++.",0.0,1,1,0.6896916925800401,1,1.0000000000000004
R4586,"Professional Summary:
Candidate with 10 years of experience.

Skills:
React, Django, Machine Learning, Excel, Node.js

Experience:
- Handled large-scale data processing tasks
- Worked on real-world data science projects

Projects:
- Implemented deep learning models using TensorFlow
- Built a machine learning model for predicting customer churn
- Developed a web application using Flask and React

Certifications:
None","React, Django, Machine Learning, Excel, Node.js",10,PhD,Implemented deep learning models using TensorFlow; Built a machine learning model for predicting customer churn; Developed a web application using Flask and React,None,Software Engineer,"C++, Kubernetes, PyTorch",3,"We are hiring a Software Engineer.
Required experience: 3 years.
Skills required: C++, Kubernetes, PyTorch.",0.0,1,1,0.5180666008318947,1,1.0
R4587,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Kubernetes, Deep Learning, React, Excel, Java

Experience:
- Collaborated with cross-functional teams
- Optimized model performance and accuracy
- Deployed applications using cloud services

Projects:
- Implemented deep learning models using TensorFlow
- Created interactive dashboards using Power BI
- Developed a web application using Flask and React

Certifications:
NLP Certification","Kubernetes, Deep Learning, React, Excel, Java",3,PhD,Implemented deep learning models using TensorFlow; Created interactive dashboards using Power BI; Developed a web application using Flask and React,NLP Certification,Data Analyst,"Java, Docker, Django, Cloud Computing, SQL",1,"We are hiring a Data Analyst.
Required experience: 1 years.
Skills required: Java, Docker, Django, Cloud Computing, SQL.",0.2,1,1,0.5692151970769272,1,1.0
R4588,"Professional Summary:
Candidate with 1 years of experience.

Skills:
NLP, C++, Flask, Data Analysis, Java, Cloud Computing

Experience:
- Collaborated with cross-functional teams

Projects:
- Developed a web application using Flask and React
- Designed scalable backend systems using Node.js

Certifications:
NLP Certification, AWS Certified","NLP, C++, Flask, Data Analysis, Java, Cloud Computing",1,Bachelors,Developed a web application using Flask and React; Designed scalable backend systems using Node.js,"NLP Certification, AWS Certified",Data Scientist,"Machine Learning, Flask, Python, React, Data Analysis, SQL, Django, NLP",1,"We are hiring a Data Scientist.
Required experience: 1 years.
Skills required: Machine Learning, Flask, Python, React, Data Analysis, SQL, Django, NLP.",0.38,1,0,0.7015126577732183,1,1.0000000000000002
R4589,"Professional Summary:
Candidate with 0 years of experience.

Skills:
C++, Python, Data Analysis, Flask, Excel, Deep Learning

Experience:
- Optimized model performance and accuracy

Projects:
- Designed scalable backend systems using Node.js
- Implemented deep learning models using TensorFlow

Certifications:
None","C++, Python, Data Analysis, Flask, Excel, Deep Learning",0,PhD,Designed scalable backend systems using Node.js; Implemented deep learning models using TensorFlow,None,Frontend Developer,"NLP, Power BI, SQL, Deep Learning, Java, Python",4,"We are hiring a Frontend Developer.
Required experience: 4 years.
Skills required: NLP, Power BI, SQL, Deep Learning, Java, Python.",0.33,0,1,0.4021262734764952,1,0.9999999999999999
R4590,"Professional Summary:
Candidate with 2 years of experience.

Skills:
Kubernetes, C++, Deep Learning, React

Experience:
- Handled large-scale data processing tasks
- Deployed applications using cloud services
- Collaborated with cross-functional teams

Projects:
- Implemented deep learning models using TensorFlow

Certifications:
None","Kubernetes, C++, Deep Learning, React",2,Masters,Implemented deep learning models using TensorFlow,None,Data Analyst,"SQL, Kubernetes, Cloud Computing, Data Analysis, NLP, Deep Learning",2,"We are hiring a Data Analyst.
Required experience: 2 years.
Skills required: SQL, Kubernetes, Cloud Computing, Data Analysis, NLP, Deep Learning.",0.33,1,1,0.6058515053709778,1,1.0
R4591,"Professional Summary:
Candidate with 7 years of experience.

Skills:
Flask, C++, Node.js, Python, NLP

Experience:
- Deployed applications using cloud services
- Worked on real-world data science projects

Projects:
- Built a machine learning model for predicting customer churn
- Implemented deep learning models using TensorFlow
- Created interactive dashboards using Power BI

Certifications:
None","Flask, C++, Node.js, Python, NLP",7,Bachelors,Built a machine learning model for predicting customer churn; Implemented deep learning models using TensorFlow; Created interactive dashboards using Power BI,None,Backend Developer,"Kubernetes, Data Analysis, NLP, Deep Learning, Machine Learning, Power BI",2,"We are hiring a Backend Developer.
Required experience: 2 years.
Skills required: Kubernetes, Data Analysis, NLP, Deep Learning, Machine Learning, Power BI.",0.17,1,0,0.4287120346066855,1,0.9999999999999998
R4592,"Professional Summary:
Candidate with 2 years of experience.

Skills:
Data Analysis, Docker, Machine Learning, C++

Experience:
- Collaborated with cross-functional teams
- Handled large-scale data processing tasks
- Deployed applications using cloud services

Projects:
- Created interactive dashboards using Power BI

Certifications:
Microsoft Azure","Data Analysis, Docker, Machine Learning, C++",2,PhD,Created interactive dashboards using Power BI,Microsoft Azure,Data Scientist,"Kubernetes, Power BI, Deep Learning, Data Analysis, Java, React, Excel",2,"We are hiring a Data Scientist.
Required experience: 2 years.
Skills required: Kubernetes, Power BI, Deep Learning, Data Analysis, Java, React, Excel.",0.14,1,1,0.5584796396436639,1,1.0000000000000002
R4593,"Professional Summary:
Candidate with 6 years of experience.

Skills:
Kubernetes, TensorFlow, Node.js, NLP, Power BI, PyTorch, Python, Excel

Experience:
- Collaborated with cross-functional teams

Projects:
- Created interactive dashboards using Power BI
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js

Certifications:
None","Kubernetes, TensorFlow, Node.js, NLP, Power BI, PyTorch, Python, Excel",6,PhD,Created interactive dashboards using Power BI; Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js,None,Data Analyst,"Node.js, Java, Kubernetes",1,"We are hiring a Data Analyst.
Required experience: 1 years.
Skills required: Node.js, Java, Kubernetes.",0.67,1,1,0.7603235876374055,1,1.0000000000000002
R4594,"Professional Summary:
Candidate with 7 years of experience.

Skills:
Power BI, SQL, React, Excel, Cloud Computing, Django, TensorFlow

Experience:
- Handled large-scale data processing tasks
- Collaborated with cross-functional teams
- Optimized model performance and accuracy

Projects:
- Designed scalable backend systems using Node.js
- Built a machine learning model for predicting customer churn

Certifications:
NLP Certification","Power BI, SQL, React, Excel, Cloud Computing, Django, TensorFlow",7,Masters,Designed scalable backend systems using Node.js; Built a machine learning model for predicting customer churn,NLP Certification,ML Engineer,"C++, NLP, Flask, TensorFlow, Docker, React, Django",1,"We are hiring a ML Engineer.
Required experience: 1 years.
Skills required: C++, NLP, Flask, TensorFlow, Docker, React, Django.",0.43,1,1,0.6996685298785781,1,1.0
R4595,"Professional Summary:
Candidate with 5 years of experience.

Skills:
SQL, Machine Learning, Cloud Computing, Docker, Data Analysis

Experience:
- Deployed applications using cloud services
- Worked on real-world data science projects

Projects:
- Built a machine learning model for predicting customer churn
- Designed scalable backend systems using Node.js

Certifications:
Google Data Analytics, NLP Certification","SQL, Machine Learning, Cloud Computing, Docker, Data Analysis",5,Masters,Built a machine learning model for predicting customer churn; Designed scalable backend systems using Node.js,"Google Data Analytics, NLP Certification",Backend Developer,"Kubernetes, Docker, Cloud Computing",3,"We are hiring a Backend Developer.
Required experience: 3 years.
Skills required: Kubernetes, Docker, Cloud Computing.",0.67,1,1,0.9102322394200657,1,1.0000000000000002
R4596,"Professional Summary:
Candidate with 5 years of experience.

Skills:
Kubernetes, Data Analysis, TensorFlow, Cloud Computing, SQL

Experience:
- Handled large-scale data processing tasks
- Worked on real-world data science projects

Projects:
- Built a machine learning model for predicting customer churn
- Created interactive dashboards using Power BI

Certifications:
NLP Certification, Google Data Analytics","Kubernetes, Data Analysis, TensorFlow, Cloud Computing, SQL",5,Bachelors,Built a machine learning model for predicting customer churn; Created interactive dashboards using Power BI,"NLP Certification, Google Data Analytics",Frontend Developer,"Cloud Computing, Flask, Deep Learning",3,"We are hiring a Frontend Developer.
Required experience: 3 years.
Skills required: Cloud Computing, Flask, Deep Learning.",0.33,1,0,0.7068977561405837,1,1.0000000000000002
R4597,"Professional Summary:
Candidate with 3 years of experience.

Skills:
Flask, Kubernetes, Java

Experience:
- Deployed applications using cloud services

Projects:
- Built a machine learning model for predicting customer churn
- Developed a web application using Flask and React

Certifications:
Microsoft Azure","Flask, Kubernetes, Java",3,PhD,Built a machine learning model for predicting customer churn; Developed a web application using Flask and React,Microsoft Azure,Software Engineer,"Data Analysis, React, PyTorch, Deep Learning, Machine Learning",3,"We are hiring a Software Engineer.
Required experience: 3 years.
Skills required: Data Analysis, React, PyTorch, Deep Learning, Machine Learning.",0.0,1,1,0.469667407270403,1,1.0
R4598,"Professional Summary:
Candidate with 7 years of experience.

Skills:
Java, Python, TensorFlow, Excel

Experience:
- Deployed applications using cloud services

Projects:
- Designed scalable backend systems using Node.js
- Created interactive dashboards using Power BI

Certifications:
NLP Certification","Java, Python, TensorFlow, Excel",7,Masters,Designed scalable backend systems using Node.js; Created interactive dashboards using Power BI,NLP Certification,Backend Developer,"TensorFlow, Django, Power BI",1,"We are hiring a Backend Developer.
Required experience: 1 years.
Skills required: TensorFlow, Django, Power BI.",0.33,1,1,0.6549309415274194,1,1.0000000000000002
